GTP [ChEBI:15996],CHEBI:15996
"(5Z,8Z,11Z,14Z,16E,18R)-18-hydroperoxyicosapentaenoic acid [ChEBI:138565]",CHEBI:138565
acetylsalicylate [ChEBI:13719],CHEBI:13719
salicylate [ChEBI:30762],CHEBI:30762
(18R)-resolvin E3 [ChEBI:138542],CHEBI:138542
resolvin E2 [ChEBI:81560],CHEBI:81560
5S(6)-epoxy-18(R)-HEPE [ChEBI:138563],CHEBI:138563
"5(S)-hydroperoxy-18(R)-hydroxy-(6E,8Z,11Z,14Z,16E)-icosapentaenoic acid [ChEBI:132908]",CHEBI:132908
18(R)-HEPE [ChEBI:81563],CHEBI:81563
3-arachidonoyl-sn-glycerol [ChEBI:75571],CHEBI:75571
benzylamine [ChEBI:40538],CHEBI:40538
benzaldehyde [ChEBI:17169],CHEBI:17169
doxorubicin [ChEBI:28748],CHEBI:28748
doxorubicinol [ChEBI:133817],CHEBI:133817
tyramine [ChEBI:15760],CHEBI:15760
(4-hydroxyphenyl)acetaldehyde [ChEBI:15621],CHEBI:15621
Olmesartan medoxomil [ChEBI:31932],CHEBI:31932
diketone [ChEBI:46640],CHEBI:46640
olmesartan [ChEBI:48416],CHEBI:48416
"Benzo[a]pyrene-4,5-oxide [ChEBI:34560]",CHEBI:34560
"Benzo[a]pyrene-cis-4,5-dihydrodiol [ChEBI:81621]",CHEBI:81621
4-hydroperoxycyclophosphamide [ChEBI:196991],CHEBI:196991
Carboxyphosphamide [ChEBI:3410],CHEBI:3410
"2,3,7,8-tetrachlorodibenzodioxine [ChEBI:28119]",CHEBI:28119
cocaine [ChEBI:27958],CHEBI:27958
ecgonine benzoate [ChEBI:41001],CHEBI:41001
quinone [ChEBI:36141],CHEBI:36141
"1-(beta-D-ribofuranosyl)-1,4-dihydronicotinamide [ChEBI:55458]",CHEBI:55458
hydroquinone [ChEBI:17594],CHEBI:17594
resveratrol [ChEBI:27881],CHEBI:27881
phenylacetaldehyde [ChEBI:16424],CHEBI:16424
Mo-molybdopterin cofactor [ChEBI:21437],CHEBI:21437
N(omega)-hydroxyarginine [ChEBI:47823],CHEBI:47823
trimethylamine [ChEBI:18139],CHEBI:18139
trimethylamine N-oxide [ChEBI:15724],CHEBI:15724
tamoxifen [ChEBI:41774],CHEBI:41774
tamoxifen N-oxide [ChEBI:63825],CHEBI:63825
methimazole [ChEBI:50673],CHEBI:50673
methimazole S-oxide [ChEBI:63828],CHEBI:63828
imidazole-4-acetaldehyde [ChEBI:27398],CHEBI:27398
valacyclovir [ChEBI:35854],CHEBI:35854
acyclovir [ChEBI:2453],CHEBI:2453
ethanol [ChEBI:16236],CHEBI:16236
S-(hydroxymethyl)glutathione [ChEBI:48926],CHEBI:48926
S-formylglutathione [ChEBI:16225],CHEBI:16225
all-trans-4-hydroxyretinoic acid [ChEBI:63795],CHEBI:63795
1H-indole [ChEBI:16881],CHEBI:16881
indolin-2-one [ChEBI:31697],CHEBI:31697
6beta-hydroxytestosterone [ChEBI:34477],CHEBI:34477
3-hydroxypalmitic acid [ChEBI:37248],CHEBI:37248
"3,16-dihydroxyhexadecanoate [ChEBI:63904]",CHEBI:63904
19-HETE [ChEBI:63998],CHEBI:63998
20-hydroxy-leukotriene B4 [ChEBI:15646],CHEBI:15646
leukotriene A4 [ChEBI:15651],CHEBI:15651
5(S)-HPETE [ChEBI:15632],CHEBI:15632
"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoic acid [ChEBI:15630]",CHEBI:15630
"(5Z,9E,12S,14Z)-8,11,12,20-tetrahydroxyicosa-5,9,14-trienoic acid [ChEBI:83782]",CHEBI:83782
hepoxilin A3 [ChEBI:36190],CHEBI:36190
hepoxilin B3 [ChEBI:34784],CHEBI:34784
trioxilin B3 [ChEBI:35032],CHEBI:35032
19-hydroxyprostaglandin H2 [ChEBI:63912],CHEBI:63912
4-hydroxy-17beta-estradiol [ChEBI:62845],CHEBI:62845
(24S)-24-hydroxycholesterol [ChEBI:34310],CHEBI:34310
"(24S)-7alpha,24-dihydroxycholesterol [ChEBI:37640]",CHEBI:37640
7alpha-hydroxycholesterol [ChEBI:17500],CHEBI:17500
lanosterol [ChEBI:16521],CHEBI:16521
"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol [ChEBI:17813]",CHEBI:17813
"(S)-2,3-epoxysqualene [ChEBI:15441]",CHEBI:15441
squalene [ChEBI:15440],CHEBI:15440
presqualene diphosphate [ChEBI:15442],CHEBI:15442
geranyl diphosphate [ChEBI:17211],CHEBI:17211
prenyl diphosphate [ChEBI:16057],CHEBI:16057
"7alpha,26-dihydroxycholest-4-en-3-one [ChEBI:48825]",CHEBI:48825
"7alpha,12alpha,26-trihydroxycholest-4-en-3-one [ChEBI:48833]",CHEBI:48833
"7alpha,26-dihydroxycholesterol [ChEBI:18431]",CHEBI:18431
26-hydroxycholesterol [ChEBI:17703],CHEBI:17703
"(24S)-7alpha,24-dihydroxycholest-4-en-3-one [ChEBI:63838]",CHEBI:63838
"(24S)-7alpha,12alpha,24-trihydroxycholest-4-en-3-one [ChEBI:63839]",CHEBI:63839
7alpha-hydroxycholest-4-en-3-one [ChEBI:17899],CHEBI:17899
"7alpha,12alpha-dihydroxycholest-4-en-3-one [ChEBI:28477]",CHEBI:28477
12-hydroxylauric acid [ChEBI:39567],CHEBI:39567
18-HETE(1-) [ChEBI:63590],CHEBI:63590
12-HETE [ChEBI:19138],CHEBI:19138
"11,12-EET [ChEBI:34130]",CHEBI:34130
"14,15-EET [ChEBI:34157]",CHEBI:34157
"5,6-EET [ChEBI:34450]",CHEBI:34450
"8,9-EET [ChEBI:34490]",CHEBI:34490
umbelliferone [ChEBI:27510],CHEBI:27510
paclitaxel [ChEBI:45863],CHEBI:45863
6-hydroxypaclitaxel [ChEBI:63859],CHEBI:63859
skatole [ChEBI:9171],CHEBI:9171
3-methyleneindolenine [ChEBI:63905],CHEBI:63905
phenytoin [ChEBI:8107],CHEBI:8107
4-hydroxyphenytoin [ChEBI:63804],CHEBI:63804
dextromethorphan [ChEBI:4470],CHEBI:4470
dextrorphan [ChEBI:29133],CHEBI:29133
loperamide [ChEBI:6532],CHEBI:6532
desmethyl loperamide [ChEBI:64043],CHEBI:64043
cyclophosphamide hydrate [ChEBI:4026],CHEBI:4026
4-hydroxycyclophosphamide [ChEBI:1864],CHEBI:1864
aflatoxin B1 [ChEBI:2504],CHEBI:2504
"aflatoxin B1 exo-8,9-epoxide [ChEBI:30725]",CHEBI:30725
biphenyl-4-amine [ChEBI:1784],CHEBI:1784
N-hydroxy-4-aminobiphenyl [ChEBI:16580],CHEBI:16580
"1,7-dimethylxanthine [ChEBI:25858]",CHEBI:25858
tolbutamide [ChEBI:27999],CHEBI:27999
4-hydroxytolbutamide [ChEBI:63799],CHEBI:63799
ethene [ChEBI:18153],CHEBI:18153
oxirane [ChEBI:27561],CHEBI:27561
omeprazole [ChEBI:7772],CHEBI:7772
5'-hydroxyomeprazole [ChEBI:63840],CHEBI:63840
benzene [ChEBI:16716],CHEBI:16716
phenol [ChEBI:15882],CHEBI:15882
tetrachloromethane [ChEBI:27385],CHEBI:27385
chloroethene [ChEBI:28509],CHEBI:28509
2-chlorooxirane [ChEBI:29129],CHEBI:29129
halothane [ChEBI:5615],CHEBI:5615
trifluoroacetyl chloride [ChEBI:29138],CHEBI:29138
hydrogen bromide [ChEBI:47266],CHEBI:47266
dihydrogen [ChEBI:18276],CHEBI:18276
paracetamol [ChEBI:46195],CHEBI:46195
"N-acetyl-1,4-benzoquinone imine [ChEBI:29132]",CHEBI:29132
debrisoquin [ChEBI:34665],CHEBI:34665
4-hydroxydebrisoquin [ChEBI:63800],CHEBI:63800
9-cis-4-hydroxyretinoic acid [ChEBI:63802],CHEBI:63802
9-cis-retinal [ChEBI:78273],CHEBI:78273
calciol [ChEBI:28940],CHEBI:28940
calcidiol [ChEBI:17933],CHEBI:17933
"cholesta-5,7-dien-3beta-ol [ChEBI:17759]",CHEBI:17759
5alpha-cholest-7-en-3beta-ol [ChEBI:17168],CHEBI:17168
5alpha-cholest-8-en-3beta-ol [ChEBI:16608],CHEBI:16608
zymosterol [ChEBI:18252],CHEBI:18252
zymosterol intermediate 2 [ChEBI:52386],CHEBI:52386
4-carboxyzymosterol [ChEBI:63844],CHEBI:63844
4-methylzymosterol [ChEBI:63841],CHEBI:63841
3-dehydro-4-methylzymosterol [ChEBI:50593],CHEBI:50593
4-carboxy-4-methylzymosterol [ChEBI:63842],CHEBI:63842
14-demethyllanosterol [ChEBI:18364],CHEBI:18364
calcitriol [ChEBI:17823],CHEBI:17823
"(24S)-1alpha,24,25-trihydroxyvitamin D3 [ChEBI:63911]",CHEBI:63911
phenacetin [ChEBI:8050],CHEBI:8050
4-ethoxyaniline [ChEBI:85505],CHEBI:85505
acetyl group [ChEBI:40574],CHEBI:40574
sulfanilamide [ChEBI:45373],CHEBI:45373
4-aminobenzoic acid [ChEBI:30753],CHEBI:30753
4-aminosalicylic acid [ChEBI:27565],CHEBI:27565
sulfacetamide [ChEBI:63845],CHEBI:63845
"N-acetoxy-1,1'-biphenyl-4-amine [ChEBI:16395]",CHEBI:16395
4-acetamidobenzoate [ChEBI:63815],CHEBI:63815
4-acetamidosalicylate [ChEBI:63817],CHEBI:63817
isoniazide [ChEBI:6030],CHEBI:6030
N'-acetylisoniazid [ChEBI:7207],CHEBI:7207
5-acetamido-6-formamido-3-methyluracil [ChEBI:32643],CHEBI:32643
methylarsonite [ChEBI:14597],CHEBI:14597
dimethylarsinate [ChEBI:16223],CHEBI:16223
arsenite(3-) [ChEBI:29866],CHEBI:29866
methylarsonate(2-) [ChEBI:16005],CHEBI:16005
methylarsonous acid [ChEBI:17826],CHEBI:17826
dimethylarsinic acid [ChEBI:48765],CHEBI:48765
phenyl acetate [ChEBI:8082],CHEBI:8082
phenylacetyl-CoA [ChEBI:15537],CHEBI:15537
N(2)-phenylacetyl-L-glutamine [ChEBI:17884],CHEBI:17884
2-hydroxybenzoyl-CoA [ChEBI:32587],CHEBI:32587
salicyluric acid [ChEBI:9008],CHEBI:9008
salicylic acid [ChEBI:16914],CHEBI:16914
benzoic acid [ChEBI:30746],CHEBI:30746
benzoyl-CoA [ChEBI:15515],CHEBI:15515
N-benzoylglycine [ChEBI:18089],CHEBI:18089
phenyl hydrogen sulfate [ChEBI:27905],CHEBI:27905
cholesterol sulfate [ChEBI:41321],CHEBI:41321
4-nitrophenol [ChEBI:16836],CHEBI:16836
4-nitrophenyl hydrogen sulfate [ChEBI:35422],CHEBI:35422
p-nitrophenyl butyrate [ChEBI:85867],CHEBI:85867
paracetamol sulfate [ChEBI:32635],CHEBI:32635
pregnenolone sulfate [ChEBI:35420],CHEBI:35420
"3,3',5-triiodo-L-thyronine sulfate [ChEBI:35432]",CHEBI:35432
17beta-estradiol 3-sulfate [ChEBI:4866],CHEBI:4866
26-hydroxycholesterol 3-sulfate [ChEBI:35419],CHEBI:35419
N-hydroxy-4-aminobiphenyl O-sulfate [ChEBI:32701],CHEBI:32701
lithocholic acid sulfate [ChEBI:35421],CHEBI:35421
lithium(1+) [ChEBI:49713],CHEBI:49713
dehydroepiandrosterone sulfate [ChEBI:16814],CHEBI:16814
"3,3'-diiodothyronine [ChEBI:35430]",CHEBI:35430
"3,3'-diiodo-L-thyronine sulfate [ChEBI:35431]",CHEBI:35431
estrone 3-sulfate [ChEBI:17474],CHEBI:17474
dopamine 3-O-sulfate [ChEBI:37946],CHEBI:37946
taurolithocholate [ChEBI:17179],CHEBI:17179
taurolithocholic acid sulfate [ChEBI:17864],CHEBI:17864
N-hydroxy-2-acetamidofluorene [ChEBI:17931],CHEBI:17931
2-acetamidofluorene N-sulfate [ChEBI:35424],CHEBI:35424
L-cysteinylglycine [ChEBI:4047],CHEBI:4047
L-gamma-glutamyl-L-cysteine [ChEBI:17515],CHEBI:17515
5-oxo-L-proline [ChEBI:18183],CHEBI:18183
benzo[a]pyrene diol epoxide I [ChEBI:30614],CHEBI:30614
"S-(2,4-dinitrophenyl)glutathione [ChEBI:8927]",CHEBI:8927
acetaminophen glutathione conjugate [ChEBI:32639],CHEBI:32639
"7,8-dihydro-7-hydroxy-8S-glutathionylbenzo[a]pyrene [ChEBI:34479]",CHEBI:34479
"8,9-dihydro-8-(S-glutathionyl)-9-hydroxyaflatoxin B1 [ChEBI:2505]",CHEBI:2505
S-(2-hydroxyethyl)glutathione [ChEBI:35896],CHEBI:35896
"benzo[a]pyrene-cis-7,8-dihydrodiol [ChEBI:81626]",CHEBI:81626
"benzo[a]pyrene-7,8-dione [ChEBI:87752]",CHEBI:87752
N-hydroxy-4-aminobiphenyl O-glucuronide [ChEBI:32649],CHEBI:32649
N-hydroxydebrisoquine O-glucuronide [ChEBI:65137],CHEBI:65137
phenol O-(beta-D-glucuronide) [ChEBI:64681],CHEBI:64681
acetaminophen O-beta-D-glucosiduronic acid [ChEBI:32636],CHEBI:32636
mono(glucosyluronic acid)bilirubin [ChEBI:16427],CHEBI:16427
bis(beta-glucosyluronic acid)bilirubin [ChEBI:18392],CHEBI:18392
bilirubin IXalpha [ChEBI:16990],CHEBI:16990
mycophenolic acid O-acyl-glucuronide [ChEBI:64689],CHEBI:64689
mycophenolic acid [ChEBI:168396],CHEBI:168396
(S)-nicotine [ChEBI:17688],CHEBI:17688
(S)-nicotinium N-alpha-D-glucosiduronate [ChEBI:63860],CHEBI:63860
tamoxifen N-beta-D-glucosiduronic acid [ChEBI:32663],CHEBI:32663
glycitein [ChEBI:34778],CHEBI:34778
glycitein 4'-O-glucuronide [ChEBI:133667],CHEBI:133667
calcitroic acid [ChEBI:47828],CHEBI:47828
presqualene monophosphate [ChEBI:134117],CHEBI:134117
7-dehydrodesmosterol [ChEBI:27910],CHEBI:27910
desmosterol [ChEBI:17737],CHEBI:17737
"5alpha-cholesta-7,24-dien-3beta-ol [ChEBI:16290]",CHEBI:16290
Aflatoxin B1 endo glutathione conjugate [ChEBI:78581],CHEBI:78581
Aflatoxin B1 exo glutathione conjugate [ChEBI:78587],CHEBI:78587
Aflatoxin B1 endo-cysteinylglycine conjugate [ChEBI:78579],CHEBI:78579
Aflatoxin B1 exo-cysteinylglycine conjugate [ChEBI:78584],CHEBI:78584
"aflatoxin B1 endo-8,9-oxide [ChEBI:78586]",CHEBI:78586
Aflatoxin B1 endo-N-acetylcysteine conjugate [ChEBI:78580],CHEBI:78580
Aflatoxin B1 exo-N-acetylcysteine conjugate [ChEBI:78585],CHEBI:78585
Aflatoxin B1 exo-cysteinyl-conjugate [ChEBI:78583],CHEBI:78583
Aflatoxin B1 endo-cysteinyl-conjugate [ChEBI:78578],CHEBI:78578
aflatoxin Q1 [ChEBI:78582],CHEBI:78582
aflatoxin B1 dialdehyde [ChEBI:53107],CHEBI:53107
aflatoxin B1 triol [ChEBI:53108],CHEBI:53108
"aflatoxin B1 8,9-dihydrodiol [ChEBI:53106]",CHEBI:53106
aflatoxin M1 [ChEBI:78576],CHEBI:78576
"aflatoxin M1 8,9-epoxide [ChEBI:78577]",CHEBI:78577
"(24S)-5beta-cholestane-3alpha,7alpha,24-triol [ChEBI:63831]",CHEBI:63831
"(24S)-5beta-cholestane-3alpha,7alpha,24,26-tetrol [ChEBI:63833]",CHEBI:63833
"(24S)-7alpha,24-dihydroxy-5beta-cholestan-3-one [ChEBI:63829]",CHEBI:63829
"5beta-cholestane-3alpha,7alpha,12alpha-triol [ChEBI:16496]",CHEBI:16496
"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol [ChEBI:17278]",CHEBI:17278
"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one [ChEBI:2288]",CHEBI:2288
taurochenodeoxycholic acid [ChEBI:16525],CHEBI:16525
choloyl-CoA [ChEBI:15519],CHEBI:15519
chenodeoxycholoyl-CoA [ChEBI:28701],CHEBI:28701
"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA [ChEBI:28533]",CHEBI:28533
"3alpha,7alpha,24-trihydroxy-5beta-cholestan-26-oyl-CoA [ChEBI:27403]",CHEBI:27403
"3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA [ChEBI:27393]",CHEBI:27393
"3alpha,7alpha-dihydroxy-5beta-cholestan-26-oyl-CoA [ChEBI:15494]",CHEBI:15494
"3alpha,7alpha-dihydroxy-5beta-cholestan-26-oic acid [ChEBI:16577]",CHEBI:16577
"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al [ChEBI:27428]",CHEBI:27428
"5beta-cholestane-3alpha,7alpha,26-triol [ChEBI:28540]",CHEBI:28540
"5beta-cholestane-3alpha,7alpha-diol [ChEBI:28047]",CHEBI:28047
7alpha-hydroxy-5beta-cholestan-3-one [ChEBI:2290],CHEBI:2290
"7alpha,26-dihydroxy-5beta-cholestan-3-one [ChEBI:48778]",CHEBI:48778
"3alpha,7alpha,24-trihydroxy-5beta-cholestan-26-oic acid [ChEBI:48736]",CHEBI:48736
"(24S)-3alpha,7alpha,24-trihydroxy-5beta-cholestan-26-al [ChEBI:63848]",CHEBI:63848
"3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA [ChEBI:27379]",CHEBI:27379
"(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA [ChEBI:52050]",CHEBI:52050
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-en-26-oyl-CoA [ChEBI:27505]",CHEBI:27505
"(25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA [ChEBI:37643]",CHEBI:37643
"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA [ChEBI:37642]",CHEBI:37642
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oic acid [ChEBI:18402]",CHEBI:18402
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al [ChEBI:16466]",CHEBI:16466
"7alpha,12alpha,26-trihydroxy-5beta-cholestan-3-one [ChEBI:48834]",CHEBI:48834
"3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA [ChEBI:27458]",CHEBI:27458
"(24S)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oate [ChEBI:63824]",CHEBI:63824
"(24S)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-al [ChEBI:63849]",CHEBI:63849
"(24S)-5beta-cholestane-3alpha,7alpha,12alpha,24,26-pentol [ChEBI:63835]",CHEBI:63835
"(24S)-5beta-cholestane-3alpha,7alpha,12alpha,24-tetrol [ChEBI:63834]",CHEBI:63834
"(24S)-7alpha,12alpha,24-trihydroxy-5beta-cholestan-3-one [ChEBI:63830]",CHEBI:63830
(R)-2-hydroxyglutaric acid [ChEBI:32796],CHEBI:32796
hydrogenphosphate [ChEBI:43474],CHEBI:43474
lipid [ChEBI:18059],CHEBI:18059
organic anion [ChEBI:25696],CHEBI:25696
xenobiotic [ChEBI:35703],CHEBI:35703
porphyrin [ChEBI:8337],CHEBI:8337
5-ammoniolevulinate [ChEBI:356416],CHEBI:356416
uroporphyrinogen I [ChEBI:28766],CHEBI:28766
coproporphyrinogen I [ChEBI:28607],CHEBI:28607
preuroporphyrinogen(8-) [ChEBI:57845],CHEBI:57845
dipyrromethane [ChEBI:36319],CHEBI:36319
porphobilinogen(1-) [ChEBI:58126],CHEBI:58126
heme o [ChEBI:24480],CHEBI:24480
heme a [ChEBI:24479],CHEBI:24479
protoporphyrin [ChEBI:15430],CHEBI:15430
lead(0) [ChEBI:27889],CHEBI:27889
protoporphyrinogen [ChEBI:15435],CHEBI:15435
coproporphyrinogen III [ChEBI:15439],CHEBI:15439
uroporphyrinogen III [ChEBI:15437],CHEBI:15437
electron acceptor [ChEBI:17654],CHEBI:17654
D-Urobilinogen [ChEBI:4260],CHEBI:4260
stercobilin [ChEBI:26756],CHEBI:26756
urobilin [ChEBI:36378],CHEBI:36378
torcetrapib [ChEBI:49203],CHEBI:49203
ivacaftor [ChEBI:66901],CHEBI:66901
dipeptide zwitterion [ChEBI:90799],CHEBI:90799
dipeptide [ChEBI:46761],CHEBI:46761
tripeptide [ChEBI:47923],CHEBI:47923
D-alanine [ChEBI:15570],CHEBI:15570
L-cystine [ChEBI:16283],CHEBI:16283
N(omega)-methyl-L-arginine [ChEBI:28229],CHEBI:28229
L-homoarginine [ChEBI:27747],CHEBI:27747
cytosine [ChEBI:16040],CHEBI:16040
prostaglandin E1 [ChEBI:15544],CHEBI:15544
bromosulfophthalein [ChEBI:63836],CHEBI:63836
digoxin [ChEBI:4551],CHEBI:4551
lipoic acid [ChEBI:16494],CHEBI:16494
icosanoic acid [ChEBI:28822],CHEBI:28822
tetracosanoic acid [ChEBI:28866],CHEBI:28866
p-aminohippuric acid [ChEBI:104011],CHEBI:104011
cimetidine [ChEBI:3699],CHEBI:3699
desipramine [ChEBI:47781],CHEBI:47781
procainamide [ChEBI:8428],CHEBI:8428
guanidine [ChEBI:42820],CHEBI:42820
imipramine [ChEBI:47499],CHEBI:47499
N-methyl-4-phenylpyridinium [ChEBI:641],CHEBI:641
tetramethylammonium [ChEBI:46020],CHEBI:46020
clonidine [ChEBI:46631],CHEBI:46631
metformin [ChEBI:6801],CHEBI:6801
4-[4-(dimethylamino)styryl]-N-methylpyridinium iodide [ChEBI:65133],CHEBI:65133
ergothioneine [ChEBI:4828],CHEBI:4828
chloroquine [ChEBI:3638],CHEBI:3638
quinidine [ChEBI:28593],CHEBI:28593
oxaliplatin [ChEBI:31941],CHEBI:31941
3-hydroxybutyrate [ChEBI:37054],CHEBI:37054
1D-chiro-inositol [ChEBI:27372],CHEBI:27372
5-guanidinohydantoin [ChEBI:142614],CHEBI:142614
8-oxoguanine [ChEBI:44605],CHEBI:44605
spiroiminodihydantoin [ChEBI:142623],CHEBI:142623
3-methyladenine [ChEBI:38635],CHEBI:38635
"1H-imidazo[2,1-i]purine [ChEBI:29146]",CHEBI:29146
"2,6-diamino-5-formamido-4-hydroxypyrimidine [ChEBI:29145]",CHEBI:29145
5-hydroxyuracil [ChEBI:29115],CHEBI:29115
thymine glycol [ChEBI:29128],CHEBI:29128
cytosine glycol [ChEBI:29127],CHEBI:29127
"4,6-diamino-5-formamidopyrimidine [ChEBI:27983]",CHEBI:27983
"3,N(4)-ethenocytosine [ChEBI:29147]",CHEBI:29147
phospho sugar [ChEBI:33447],CHEBI:33447
N(6)-methyladenosine [ChEBI:21891],CHEBI:21891
galactosylceramide sulfate [ChEBI:18318],CHEBI:18318
chondroitin sulfate [ChEBI:37397],CHEBI:37397
bromide [ChEBI:15858],CHEBI:15858
L-ascorbic acid [ChEBI:29073],CHEBI:29073
hydroxylapatite [ChEBI:52255],CHEBI:52255
5-formylcytosine [ChEBI:76794],CHEBI:76794
5-carboxycytosine [ChEBI:76793],CHEBI:76793
"1D-myo-inositol 3,4,5,6-tetrakisphosphate [ChEBI:15844]",CHEBI:15844
"myo-inositol 1,3,4,5,6-pentakisphosphate [ChEBI:16322]",CHEBI:16322
single-stranded DNA [ChEBI:9160],CHEBI:9160
1-octadecylglycero-3-phosphocholine [ChEBI:91144],CHEBI:91144
phosphatidylinositol [ChEBI:28874],CHEBI:28874
1-(3-O-sulfo-beta-D-galactosyl)-N-palmitoylsphingosine [ChEBI:60366],CHEBI:60366
beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->3)-beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer [ChEBI:59228],CHEBI:59228
ganglioside GM1 [ChEBI:61048],CHEBI:61048
DDM-838 [ChEBI:62384],CHEBI:62384
beta-D-mannosyl C30-phosphomycoketide [ChEBI:77480],CHEBI:77480
2-O-oleoyl-3-O-palmitoyl-1-O-alpha-D-galactosyl-sn-glycerol [ChEBI:60453],CHEBI:60453
1-palmitoyl-2-cis-vaccenoyl-3-alpha-D-glucosyl-sn-glycerol [ChEBI:68524],CHEBI:68524
1-O-(alpha-D-galactopyranuronosyl)-N-tetradecanoyldihydrosphingosine [ChEBI:528825],CHEBI:528825
L-idopyranose 6-monomycolate [ChEBI:42782],CHEBI:42782
"3-O-hydroxyphthioceranoyl-2-O-palmitoyl-2'-O-sulfo-alpha,alpha-trehalose [ChEBI:62113]",CHEBI:62113
alpha-mycolic acid [ChEBI:59235],CHEBI:59235
"1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate [ChEBI:62919]",CHEBI:62919
"3-diphospho-1D-myo-inositol 1,2,4,5,6-pentakisphosphate [ChEBI:62922]",CHEBI:62922
"1,5-bis(diphospho)-1D-myo-inositol 2,3,4,6-tetrakisphosphate [ChEBI:62923]",CHEBI:62923
"3,5-bis(diphospho)-1D-myo-inositol 1,2,4,6-tetrakisphosphate [ChEBI:62924]",CHEBI:62924
myo-inositol hexakisphosphate [ChEBI:17401],CHEBI:17401
5-diphospho-1D-myo-inositol pentakisphosphate [ChEBI:30164],CHEBI:30164
"1-diphospho-1D-myo-inositol 3,4,5,6-tetrakisphosphate [ChEBI:62926]",CHEBI:62926
"5-diphospho-myo-inositol 1,3,4,6-tetrakisphosphate [ChEBI:62928]",CHEBI:62928
"3-diphospho-1D-myo-inositol 1,4,5,6-tetrakisphosphate [ChEBI:62927]",CHEBI:62927
"1D-myo-inositol 1,2,4,5,6-pentakisphosphate [ChEBI:16507]",CHEBI:16507
"1D-myo-inositol 1,4,5,6-tetrakisphosphate [ChEBI:16067]",CHEBI:16067
"1,5-bis(diphospho)-1D-myo-inositol 3,4,6-trisphosphate [ChEBI:62931]",CHEBI:62931
"5-triphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate [ChEBI:62985]",CHEBI:62985
1D-myo-inositol 3-phosphate [ChEBI:18169],CHEBI:18169
"1D-myo-inositol 3,4-bisphosphate [ChEBI:28858]",CHEBI:28858
D-glucopyranose 6-phosphate [ChEBI:4170],CHEBI:4170
"1D-myo-inositol 1,4-bisphosphate [ChEBI:17816]",CHEBI:17816
1D-myo-inositol 1-phosphate [ChEBI:18297],CHEBI:18297
"myo-inositol 1,3-bisphosphate [ChEBI:18225]",CHEBI:18225
1D-myo-inositol 4-phosphate [ChEBI:18384],CHEBI:18384
alkylglycerol [ChEBI:52575],CHEBI:52575
fatty aldehyde [ChEBI:35746],CHEBI:35746
oxysterol [ChEBI:53030],CHEBI:53030
trans-hexadec-2-enal [ChEBI:17585],CHEBI:17585
hexadecanal [ChEBI:17600],CHEBI:17600
sphinganine 1-phosphate [ChEBI:16893],CHEBI:16893
N-(2-hydroxyacyl)sphingoid [ChEBI:85781],CHEBI:85781
3-dehydrosphinganine [ChEBI:17862],CHEBI:17862
sphinganine [ChEBI:16566],CHEBI:16566
stearoyl-CoA [ChEBI:15541],CHEBI:15541
N-acylsphinganine [ChEBI:31488],CHEBI:31488
N-acylphytosphingosine [ChEBI:31998],CHEBI:31998
phytosphingosine [ChEBI:46961],CHEBI:46961
ceramide phosphoethanolamine [ChEBI:73204],CHEBI:73204
D-glucosyl-N-acylsphingosine [ChEBI:18368],CHEBI:18368
beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer [ChEBI:51013],CHEBI:51013
alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide [ChEBI:15681],CHEBI:15681
beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-acylsphingosine [ChEBI:17950],CHEBI:17950
